URL,Title,Pub_Name,DOI
https://api.elsevier.com/content/article/pii/S1369703X21000681,Development and optimization of an innovative three-stage bioprocess for converting food wastes to hydrogen and methane,Biochemical Engineering Journal,10.1016/j.bej.2021.107992
https://api.elsevier.com/content/article/pii/S0360319913014547,Modulating the textural properties and photocatalytic hydrogen production activity of TiO<ce:inf loc=post>2</ce:inf> by high temperature supercritical drying,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.06.015
https://api.elsevier.com/content/article/pii/S0167732221015014,Effect of the alkyl chain and composition on the thermodynamics of mixing of small alcohols and water,Journal of Molecular Liquids,10.1016/j.molliq.2021.116777
https://api.elsevier.com/content/article/pii/B9780128217139000160,26: Direct alcohol-fed solid oxide fuel cells,Nanomaterials for Direct Alcohol Fuel Cells,10.1016/B978-0-12-821713-9.00016-0
https://api.elsevier.com/content/article/pii/S138589472103624X,Porphyrin-based Ti-MOFs conferred with single-atom Pt for enhanced photocatalytic hydrogen evolution and NO removal,Chemical Engineering Journal,10.1016/j.cej.2021.132045
https://api.elsevier.com/content/article/pii/S0379677920301235,Construction of cobalt phthalocyanine sensitized SnIn<ce:inf loc=post>4</ce:inf>S<ce:inf loc=post>8</ce:inf>/g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> composites with enhanced photocatalytic degradation and hydrogen production performance,Synthetic Metals,10.1016/j.synthmet.2020.116480
https://api.elsevier.com/content/article/pii/S0960852418300336,Production of acids and alcohols from syngas in a two-stage continuous fermentation process,Bioresource Technology,10.1016/j.biortech.2018.01.026
https://api.elsevier.com/content/article/pii/S0360319921044426,Design of nanohoneycomb structured Ta<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>5</ce:inf>/WO<ce:inf loc=post>3</ce:inf> Z-scheme for enhanced visible light photocatalytic hydrogen evolution,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.11.055
https://api.elsevier.com/content/article/pii/S0741832921001348,MicroRNA-29b ameliorates hepatic inflammation via suppression of STAT3 in alcohol-associated liver disease,Alcohol,10.1016/j.alcohol.2021.10.003
https://api.elsevier.com/content/article/pii/S0960852420303825,Catalytic reforming of palm kernel shell microwave pyrolysis vapors over iron-loaded activated carbon: Enhanced production of phenol and hydrogen,Bioresource Technology,10.1016/j.biortech.2020.123111
https://api.elsevier.com/content/article/pii/S0926860X04008208,Oxidation of hydrophobic alcohols using aqueous hydrogen peroxide over amphiphilic silica particles loaded with titanium(IV) oxide as a liquid–liquid phase-boundary catalyst,Applied Catalysis A: General,10.1016/j.apcata.2004.10.006
https://api.elsevier.com/content/article/pii/S0926860X20302970,Control of Co<ce:sup loc=post>0</ce:sup>/Co<ce:inf loc=post>2</ce:inf>C dual active sites for higher alcohols synthesis from syngas,Applied Catalysis A: General,10.1016/j.apcata.2020.117704
https://api.elsevier.com/content/article/pii/S0165237018310556,Synthesis of valuable intermediate products from natural rubber under supercritical alcohol conditions,Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2019.02.004
https://api.elsevier.com/content/article/pii/S0360544215015017,"Economic, energy, and environmental impacts of alcohol dehydration technology on biofuel production from brown algae",Energy,10.1016/j.energy.2015.10.123
https://api.elsevier.com/content/article/pii/S2213343722000021,Water denitration over titania-supported Pt and Cu by combined photocatalytic and catalytic processes: Implications for hydrogen generation properties in a photocatalytic system,Journal of Environmental Chemical Engineering,10.1016/j.jece.2022.107129
https://api.elsevier.com/content/article/pii/S0169433218307396,In situ photodeposition of cobalt on CdS nanorod for promoting photocatalytic hydrogen production under visible light irradiation,Applied Surface Science,10.1016/j.apsusc.2018.03.068
https://api.elsevier.com/content/article/pii/S0920586121002091,TiO<ce:inf loc=post>2</ce:inf>-reduced graphene oxide-Pt nanocomposites for the photogeneration of hydrogen from ethanol liquid and gas phases,Catalysis Today,10.1016/j.cattod.2021.05.012
https://api.elsevier.com/content/article/pii/S1369800117325167,Improvement of the photocatalytic hydrogen production activity of g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> by doping selenides as cocatalysts,Materials Science in Semiconductor Processing,10.1016/j.mssp.2018.05.024
https://api.elsevier.com/content/article/pii/S1743967120301525,Impacts of co-feeding alcohols on pyrolysis of cellulose,Journal of the Energy Institute,10.1016/j.joei.2020.08.005
https://api.elsevier.com/content/article/pii/S0896844617308458,Supercritical transesterification of microalgae triglycerides for biodiesel production: Effect of alcohol type and co-solvent,The Journal of Supercritical Fluids,10.1016/j.supflu.2018.03.008
https://api.elsevier.com/content/article/pii/S0927775721007214,"Enhanced solar driven hydrogen evolution rate by integrating dual co-catalysts (MoS<ce:inf loc=post>2</ce:inf>, SeS<ce:inf loc=post>2</ce:inf>) on CdS nanorods",Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.126852
https://api.elsevier.com/content/article/pii/S2666386421000229,Hollow cobalt sulfide nanocapsules for electrocatalytic selective transfer hydrogenation of cinnamaldehyde with water,Cell Reports Physical Science,10.1016/j.xcrp.2021.100337
https://api.elsevier.com/content/article/pii/S0360319922001756,"From biogas-to hydrogen – Based integrated urban water, energy and waste solids system - Quest towards decarbonization",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2022.01.085
https://api.elsevier.com/content/article/pii/S1381116904008799,"Direct transformation of terminal <ce:italic>vic</ce:italic>-diols to primary alcohols and alkanes through hydrogenation catalyzed by [<ce:italic>cis</ce:italic>-Ru(6,6′-Cl<ce:inf loc=post>2</ce:inf>-bipy)<ce:inf loc=post>2</ce:inf>(OH<ce:inf loc=post>2</ce:inf>)<ce:inf loc=post>2</ce:inf>](CF<ce:inf loc=post>3</ce:inf>SO<ce:inf loc=post>3</ce:inf>)<ce:inf loc=post>2</ce:inf> in acidic medium",Journal of Molecular Catalysis A: Chemical,10.1016/j.molcata.2004.11.018
https://api.elsevier.com/content/article/pii/S0020169321001705,"Novel oxovanadium and dioxomolybdenum complexes of tridentate ONO-donor Schiff base ligand: Synthesis, characterization, crystal structures, Hirshfeld surface analysis, DFT computational studies and catalytic activity for the selective oxidation of benzylic alcohols",Inorganica Chimica Acta,10.1016/j.ica.2021.120414
https://api.elsevier.com/content/article/pii/S1381116906012398,Vapor phase selective hydrogenation of furfural to furfuryl alcohol over Cu–MgO coprecipitated catalysts,Journal of Molecular Catalysis A: Chemical,10.1016/j.molcata.2006.09.037
https://api.elsevier.com/content/article/pii/S0926860X20302593,A novel synthesis of zirconium tannate with high stability: new insight into the structure of the catalyst for hydrogenation,Applied Catalysis A: General,10.1016/j.apcata.2020.117666
https://api.elsevier.com/content/article/pii/S2212982017306820,Alcohol promoted methanol synthesis enhanced by adsorption of water and dual catalysts,Journal of CO2 Utilization,10.1016/j.jcou.2018.01.002
https://api.elsevier.com/content/article/pii/S156673672030296X,An efficient catalytic transfer hydrogenation-hydrodeoxygenation of lignin derived monomers: Investigating catalyst properties-activity correlation,Catalysis Communications,10.1016/j.catcom.2020.106220
https://api.elsevier.com/content/article/pii/S0254058421006337,A novel cathode catalyst for hydrogen evolution reaction: Ni–NiO@Ru,Materials Chemistry and Physics,10.1016/j.matchemphys.2021.124850
https://api.elsevier.com/content/article/pii/S0141813021022583,Structure of dye-decolorizing peroxidase from <ce:italic>Bacillus subtilis</ce:italic> in complex with veratryl alcohol,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2021.10.100
https://api.elsevier.com/content/article/pii/S0961953418302113,Hydrogen production from pine-derived catalytic pyrolysis aqueous phase via microbial electrolysis,Biomass and Bioenergy,10.1016/j.biombioe.2018.08.008
https://api.elsevier.com/content/article/pii/S0040403905018927,First example of asymmetric transfer hydrogenation in water induced by a chiral amino alcohol hydrochloride,Tetrahedron Letters,10.1016/j.tetlet.2005.08.129
https://api.elsevier.com/content/article/pii/S0021951719301642,CuZnCoO<ce:inf loc=post>x</ce:inf> multifunctional catalyst for <ce:italic>in situ</ce:italic> hydrogenation of 5-hydroxymethylfurfural with ethanol as hydrogen carrier,Journal of Catalysis,10.1016/j.jcat.2019.04.011
https://api.elsevier.com/content/article/pii/S092058611930313X,Highly dispersed Pd catalysts supported on various carbons for furfural hydrogenation,Catalysis Today,10.1016/j.cattod.2019.06.032
https://api.elsevier.com/content/article/pii/S0304389421011365,Hydrogen sulfide exposure induces pyroptosis in the trachea of broilers via the regulatory effect of circRNA-17828/miR-6631-5p/DUSP6 crosstalk on ROS production,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126172
https://api.elsevier.com/content/article/pii/S1226086X13004905,Zn promoted Cu–Al catalyst for hydrogenation of ethyl acetate to alcohol,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2013.10.010
https://api.elsevier.com/content/article/pii/S0926337318305307,One-pot hydrogen production and cascade reaction of furfural to bioproducts over bimetallic Pd-Ni TUD-1 type mesoporous catalysts,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.06.004
https://api.elsevier.com/content/article/pii/S0958166915001573,Recent advances in biological production of sugar alcohols,Current Opinion in Biotechnology,10.1016/j.copbio.2015.11.006
https://api.elsevier.com/content/article/pii/S1369800119318542,Development of magnetically recyclable visible light photocatalysts for hydrogen peroxide production,Materials Science in Semiconductor Processing,10.1016/j.mssp.2020.105024
https://api.elsevier.com/content/article/pii/S1364032117310845,Characteristics of food processing wastes and their use in sustainable alcohol production,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2017.07.012
https://api.elsevier.com/content/article/pii/S096085241931630X,Bio-hydrogen and methane production from two-phase anaerobic digestion of food waste under the scheme of acidogenic off-gas reuse,Bioresource Technology,10.1016/j.biortech.2019.122400
https://api.elsevier.com/content/article/pii/S1352231018307817,Effect of short-chain alcohols on the bulk-phase reaction between glyoxal and ammonium sulfate,Atmospheric Environment,10.1016/j.atmosenv.2018.11.015
https://api.elsevier.com/content/article/pii/S2352554122000134,Biocatalytic deracemization of racemic naphthyl alcohols by using a novel yeast isolate <ce:italic>Rhodotorula kratochvilovae</ce:italic> (MTCC 13029),Sustainable Chemistry and Pharmacy,10.1016/j.scp.2022.100609
https://api.elsevier.com/content/article/pii/S0376738819335045,Hydrogen production with carbon dioxide capture by dual-phase ceramic-carbonate membrane reactor via steam reforming of methane,Journal of Membrane Science,10.1016/j.memsci.2019.117780
https://api.elsevier.com/content/article/pii/S092633731831035X,Electrochemical promotion for hydrogen production via ethanol steam reforming reaction,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.10.062
https://api.elsevier.com/content/article/pii/S0301479721024555,Dark fermentative biohydrogen production from vinicultural biomass without exogenous inoculum in a semi-batch reactor: A kinetic study,Journal of Environmental Management,10.1016/j.jenvman.2021.114393
https://api.elsevier.com/content/article/pii/036031998890136X,Molecular structure and pH effects on the production of hydrogen from C<ce:inf loc=post>1</ce:inf>C<ce:inf loc=post>4</ce:inf> aliphatic alcohols,International Journal of Hydrogen Energy,10.1016/0360-3199(88)90136-X
https://api.elsevier.com/content/article/pii/S2211285521009642,Efficient photocatalytic H<ce:inf loc=post>2</ce:inf>-evolution coupled with valuable furfural-production on exquisite 2D/2D LaVO<ce:inf loc=post>4</ce:inf>/g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> heterostructure,Nano Energy,10.1016/j.nanoen.2021.106714
https://api.elsevier.com/content/article/pii/S0926337318307094,Selective prepared carbon nanomaterials for advanced photocatalytic application in environmental pollutant treatment and hydrogen production,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.07.068
https://api.elsevier.com/content/article/pii/S0927775721013893,Selective oxidation of benzyl alcohol to benzaldehyde with air using ZIF-67 derived catalysts,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.127520
https://api.elsevier.com/content/article/pii/S0956053X18301053,"Hydrogen and methane production in a two-stage anaerobic digestion system by co-digestion of food waste, sewage sludge and glycerol",Waste Management,10.1016/j.wasman.2018.02.039
https://api.elsevier.com/content/article/pii/S1385894718324446,Kinetics of cinnamaldehyde hydrogenation in four phase system,Chemical Engineering Journal,10.1016/j.cej.2018.11.210
https://api.elsevier.com/content/article/pii/S092666901930041X,Preparation of higher alcohols by biomass-based syngas from wheat straw over CoCuK/ZrO<ce:inf loc=post>2</ce:inf>-SiO<ce:inf loc=post>2</ce:inf> catalyst,Industrial Crops and Products,10.1016/j.indcrop.2019.01.034
https://api.elsevier.com/content/article/pii/S0920586120307951,Insights into the activity and selectivity trends in non-oxidative dehydrogenation of primary and secondary alcohols over the copper catalyst,Catalysis Today,10.1016/j.cattod.2020.11.021
https://api.elsevier.com/content/article/pii/S246882312030626X,Highly efficient and selective one-pot tandem imine synthesis via amine-alcohol cross-coupling reaction catalysed by chromium-based MIL-101 supported Au nanoparticles,Molecular Catalysis,10.1016/j.mcat.2020.111363
https://api.elsevier.com/content/article/pii/S1385894719321552,Plasma-enabled catalyst-free conversion of ethanol to hydrogen gas and carbon dots near room temperature,Chemical Engineering Journal,10.1016/j.cej.2019.122745
https://api.elsevier.com/content/article/pii/S0042207X21007132,Ag@Cu with Cu–CuO interface prepared by air cold-plasma promoting the electrocatalytic reduction of CO<ce:inf loc=post>2</ce:inf> to low-carbon alcohols,Vacuum,10.1016/j.vacuum.2021.110767
https://api.elsevier.com/content/article/pii/S0360319908000645,Start-up strategy for continuous fermentative hydrogen production: Early switchover from batch to continuous operation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2008.01.012
https://api.elsevier.com/content/article/pii/S2589234720300270,An overview of the hydrolytic hydrogenation of lignocellulosic biomass using carbon-supported metal catalysts,Materials Today Sustainability,10.1016/j.mtsust.2020.100058
https://api.elsevier.com/content/article/pii/S0925838821028346,EDTA-assisted synthesis of amorphous BiS<ce:inf loc=post><ce:italic>x</ce:italic></ce:inf> nanodots for improving photocatalytic hydrogen-evolution rate of TiO<ce:inf loc=post>2</ce:inf>,Journal of Alloys and Compounds,10.1016/j.jallcom.2021.161425
https://api.elsevier.com/content/article/pii/S092633732031225X,Construction of dual Z-scheme g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf>/Bi<ce:inf loc=post>4</ce:inf>Ti<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>12</ce:inf>/Bi<ce:inf loc=post>4</ce:inf>O<ce:inf loc=post>5</ce:inf>I<ce:inf loc=post>2</ce:inf> heterojunction for visible and solar powered coupled photocatalytic antibiotic degradation and hydrogen production: Boosting via I<ce:sup loc=post>−</ce:sup>/I<ce:inf loc=post>3</ce:inf><ce:sup loc=post>−</ce:sup> and Bi<ce:sup loc=post>3+</ce:sup>/Bi<ce:sup loc=post>5+</ce:sup> redox mediators,Applied Catalysis B: Environmental,10.1016/j.apcatb.2020.119808
https://api.elsevier.com/content/article/pii/S0956053X18301053,"Hydrogen and methane production in a two-stage anaerobic digestion system by co-digestion of food waste, sewage sludge and glycerol",Waste Management,10.1016/j.wasman.2018.02.039
https://api.elsevier.com/content/article/pii/S0926860X20301125,One-pot synthesis of aniline N-alkylation from benzyl alcohol over Cu-Fe catalyst,Applied Catalysis A: General,10.1016/j.apcata.2020.117519
https://api.elsevier.com/content/article/pii/S0920586119304341,One dimensional Pt/CeO<ce:inf loc=post>2</ce:inf>-NR catalysts for hydrogen production by steam reforming of methanol: Effect of Pt precursor,Catalysis Today,10.1016/j.cattod.2019.08.013
https://api.elsevier.com/content/article/pii/S0196890419301943,Effects of pre-treatment and biological acidification on fermentative hydrogen and methane co-production,Energy Conversion and Management,10.1016/j.enconman.2019.01.118
https://api.elsevier.com/content/article/pii/S1359511320317578,Lipopeptide and zinc oxide nanoparticles blended polyvinyl alcohol-based nanocomposite films as antimicrobial coating for biomedical applications,Process Biochemistry,10.1016/j.procbio.2020.12.010
https://api.elsevier.com/content/article/pii/S1876610216300649,Selective Alkene Production by the Hydrogenation of Carbon Dioxide over Fe-Cu Catalyst,Energy Procedia,10.1016/j.egypro.2016.05.056
https://api.elsevier.com/content/article/pii/S2468025722000139,Magic of Hydrogen Spillover: Understanding and Application,Green Energy & Environment,10.1016/j.gee.2022.01.013
https://api.elsevier.com/content/article/pii/S0040402001004215,Chemoselective control of hydrogenation among aromatic carbonyl and benzyl alcohol derivatives using Pd/C(en) catalyst,Tetrahedron,10.1016/S0040-4020(01)00421-5
https://api.elsevier.com/content/article/pii/S0360319921033796,Chitosan derived N-doped carbon nanotubes for selective hydrogenation of nitroarenes to anilines,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.08.136
https://api.elsevier.com/content/article/pii/S0360319912025499,Simultaneous production of hydrogen and ethanol from waste glycerol by <ce:italic>Enterobacter aerogenes</ce:italic> KKU-S1,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.11.062
https://api.elsevier.com/content/article/pii/S0360319919343241,"<ce:italic>Chlorella vulgaris</ce:italic> microalgae strain modified with zinc chloride as a new support material for hydrogen production from NaBH<ce:inf loc=post>4</ce:inf> methanolysis using CuB, NiB, and FeB metal catalysts",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.11.106
https://api.elsevier.com/content/article/pii/S0360319918310280,Role of iron species as mediator in a PEM based carbon-water co-electrolysis for cost-effective hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.03.195
https://api.elsevier.com/content/article/pii/S0960852410001021,Characteristics of hydrogen production and substrate consumption of <ce:italic>Rhodopseudomonas palustris</ce:italic> CQK 01 in an immobilized-cell photobioreactor,Bioresource Technology,10.1016/j.biortech.2010.01.045
https://api.elsevier.com/content/article/pii/S1381116903000943,Reaction kinetics of the selective liquid phase hydrogenation of styrene oxide to β-phenethyl alcohol,Journal of Molecular Catalysis A: Chemical,10.1016/S1381-1169(03)00094-3
https://api.elsevier.com/content/article/pii/S0360319918336619,Hydrogen production from a model bio-oil/bio-glycerol mixture through steam reforming using Zeolite L supported catalysts,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.11.079
https://api.elsevier.com/content/article/pii/S0360319918319827,Theoretical study of hydrogen production by ethanol steam reforming: Technical evaluation and performance analysis of catalytic membrane reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.06.110
https://api.elsevier.com/content/article/pii/S0360319921024046,Efficient hydrogen evolution by liquid phase plasma irradiation over Sn doped ZnO/CNTs photocatalyst,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.06.147
https://api.elsevier.com/content/article/pii/S0021979721021366,Interface engineering: Synergism between S-scheme heterojunctions and Mo-O bonds for promote photocatalytic hydrogen evolution,Journal of Colloid and Interface Science,10.1016/j.jcis.2021.12.007
https://api.elsevier.com/content/article/pii/S0926860X21004713,MoC quantum dots embedded in ultra-thin carbon film coupled with 3D porous g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> for enhanced visible-light-driven hydrogen evolution,Applied Catalysis A: General,10.1016/j.apcata.2021.118457
https://api.elsevier.com/content/article/pii/S1364032117307098,Renewable hydrogen production from bio-oil derivative via catalytic steam reforming: An overview,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2017.05.069
https://api.elsevier.com/content/article/pii/S016777991930023X,Biological Conversion of Amino Acids to Higher Alcohols,Trends in Biotechnology,10.1016/j.tibtech.2019.01.011
https://api.elsevier.com/content/article/pii/S0926337318309391,Construction of CDs/CdS photocatalysts for stable and efficient hydrogen production in water and seawater,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.09.096
https://api.elsevier.com/content/article/pii/S100184171830487X,Small gold clusters catalyzing oxidant-free dehydrogenation of glycerol initiated by methene hydrogen atom transfer,Chinese Chemical Letters,10.1016/j.cclet.2018.12.019
https://api.elsevier.com/content/article/pii/S0032386122000660,Novel in-situ synthesis of nano-silica (SiO<ce:inf loc=post>2</ce:inf>) embedded into polyvinyl alcohol for dye removal: Adsorption and photo-degradation under visible light,Polymer,10.1016/j.polymer.2022.124579
https://api.elsevier.com/content/article/pii/S1872206721638421,Selective tandem hydrogenation and rearrangement of furfural to cyclopentanone over CuNi bimetallic catalyst in water,Chinese Journal of Catalysis,10.1016/S1872-2067(21)63842-1
https://api.elsevier.com/content/article/pii/S0308814610013087,The production of hydrogen peroxide is not a common mechanism by which olive oil phenols induce apoptosis on HL60 cells,Food Chemistry,10.1016/j.foodchem.2010.10.052
https://api.elsevier.com/content/article/pii/B9780128162040000047,Chapter 4: Anaerobic digestion for methane and hydrogen production,Wastewater Treatment Residues as Resources for Biorefinery Products and Biofuels,10.1016/B978-0-12-816204-0.00004-7
https://api.elsevier.com/content/article/pii/S0020169320310884,"Copper complexes with 1,10-phenanthrolines as efficient catalysts for oxidation of alkanes by hydrogen peroxide",Inorganica Chimica Acta,10.1016/j.ica.2020.119889
https://api.elsevier.com/content/article/pii/S0360319918315854,Continuous hydrogen production from cofermentation of sugarcane vinasse and cheese whey in a thermophilic anaerobic fluidized bed reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.070
https://api.elsevier.com/content/article/pii/B9780128173848000029,2: Green hydrogen production from biocompounds through membrane engineering,Current Trends and Future Developments on (Bio-) Membranes,10.1016/B978-0-12-817384-8.00002-9
https://api.elsevier.com/content/article/pii/S1369800121005254,Synergistic effect of photo-reduced Ni–Ag loaded g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> nanosheets for efficient visible Light‐Driven photocatalytic hydrogen evolution,Materials Science in Semiconductor Processing,10.1016/j.mssp.2021.106187
https://api.elsevier.com/content/article/pii/S0360128520300617,Opportunities and challenges of low-carbon hydrogen via metallic membranes,Progress in Energy and Combustion Science,10.1016/j.pecs.2020.100851
https://api.elsevier.com/content/article/pii/S0960148120311290,"Valorization of crude glycerol into hydrogen, 1,3-propanediol, and ethanol in an up-flow anaerobic sludge blanket (UASB) reactor under thermophilic conditions",Renewable Energy,10.1016/j.renene.2020.07.053
https://api.elsevier.com/content/article/pii/S1359029421000959,Organic semiconductor colloids: From the knowledge acquired in photovoltaics to the generation of solar hydrogen fuel,Current Opinion in Colloid & Interface Science,10.1016/j.cocis.2021.101511
https://api.elsevier.com/content/article/pii/S036031991933784X,Co-production of hydrogen and carbon nanomaterials using NiCu/SBA15 catalysts by pyrolysis of a wax by-product: Effect of Ni–Cu loading on the catalytic activity,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.10.042
https://api.elsevier.com/content/article/pii/S036031992031853X,Surface oxygen vacancy facilitated Z-scheme MoS<ce:inf loc=post>2</ce:inf>/Bi<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> heterojunction for enhanced visible-light driven photocatalysis-pollutant degradation and hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.05.073
https://api.elsevier.com/content/article/pii/S0360319920312635,Hydrogen and chemical energy storage in gas hydrate at mild conditions,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.03.228
https://api.elsevier.com/content/article/pii/S0022286016303143,Does a hydrogen bonded complex with dual contacts show synergism? A matrix isolation infrared and <ce:italic>ab-initio</ce:italic> study of propargyl alcohol–water complex,Journal of Molecular Structure,10.1016/j.molstruc.2016.04.005
https://api.elsevier.com/content/article/pii/S0921883121003125,Liquid phase hydrogenation of furfural to biofuel over robust NiCu/Laponite catalyst: A study on the role of copper loading,Advanced Powder Technology,10.1016/j.apt.2021.06.012
https://api.elsevier.com/content/article/pii/S1566736721000236,Photocatalytic C−H activation and C−C coupling of monohydric alcohols,Catalysis Communications,10.1016/j.catcom.2021.106300
https://api.elsevier.com/content/article/pii/S2468823122000256,Polyphenylene sulfide as an efficient solid-phase ligand for improved selective alkyne hydrogenation,Molecular Catalysis,10.1016/j.mcat.2022.112137
https://api.elsevier.com/content/article/pii/S1876107021003825,Chemically functionalized MIL-101-NH<ce:inf loc=post>2</ce:inf> with cobalt(II) tetrasulfophthalocyanine: an efficient catalyst for the aerobic oxidation of alcohols and one-pot tandem conversion of alcohols to propargylamines,Journal of the Taiwan Institute of Chemical Engineers,10.1016/j.jtice.2021.06.046
https://api.elsevier.com/content/article/pii/S1876107021006143,Hydroxyl-functionalized ultra-thin graphitic-carbon-nitrite nanosheets-accommodated polyvinyl alcohol membrane for pervaporation of isopropanol/water mixture,Journal of the Taiwan Institute of Chemical Engineers,10.1016/j.jtice.2021.10.026
https://api.elsevier.com/content/article/pii/S0360319917348346,Hydrogen production from cylindrical methanol steam reforming microreactor with porous Cu-Al fiber sintered felt,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.12.118
https://api.elsevier.com/content/article/pii/S1002007120304858,Key technologies for polymer electrolyte membrane fuel cell systems fueled impure hydrogen,Progress in Natural Science: Materials International,10.1016/j.pnsc.2020.08.015
https://api.elsevier.com/content/article/pii/S0360319914010878,Simultaneous saccharification and fermentation of cellulose for bio-hydrogen production by anaerobic mixed cultures in elephant dung,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.066
https://api.elsevier.com/content/article/pii/S036031992103024X,Microwave assisted synthesis of silver nanoparticles and its application in sustainable photocatalytic hydrogen evolution,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.07.237
https://api.elsevier.com/content/article/pii/S1226086X2100472X,A review of the role of hydrogen peroxide in organic transformations,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2021.08.024
https://api.elsevier.com/content/article/pii/S0961953420301859,"Microwave-assisted biomass pyrolysis polygeneration process using a scaled-up reactor: Product characterization, thermodynamic assessment and bio-hydrogen production",Biomass and Bioenergy,10.1016/j.biombioe.2020.105651
https://api.elsevier.com/content/article/pii/S0926860X12006503,Simultaneous production of aromatic aldehydes and dihydrogen by photocatalytic dehydrogenation of liquid alcohols over metal-loaded titanium(IV) oxide under oxidant- and solvent-free conditions,Applied Catalysis A: General,10.1016/j.apcata.2012.09.051
https://api.elsevier.com/content/article/pii/S1566736719301293,Gas-phase conversion of glycerol to allyl alcohol over vanadium-supported zeolite beta,Catalysis Communications,10.1016/j.catcom.2019.04.015
https://api.elsevier.com/content/article/pii/S1876107018304516,Zirconium/hafnium-DUT67 for catalytic transfer hydrogenation of ethyl levulinate to γ-valerolactone,Journal of the Taiwan Institute of Chemical Engineers,10.1016/j.jtice.2018.08.002
https://api.elsevier.com/content/article/pii/S0021951717301562,Activation of solid grinding-derived Au/TiO<ce:inf loc=post>2</ce:inf> photocatalysts for solar H<ce:inf loc=post>2</ce:inf> production from water-methanol mixtures with low alcohol content,Journal of Catalysis,10.1016/j.jcat.2017.04.035
https://api.elsevier.com/content/article/pii/S0167732220370574,MOF assisted synthesis of TiO<ce:inf loc=post>2</ce:inf>/Au/Fe<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> hybrids with enhanced photocatalytic hydrogen production and simultaneous removal of toxic phenolic compounds,Journal of Molecular Liquids,10.1016/j.molliq.2020.114815
https://api.elsevier.com/content/article/pii/B9780444643377000173,Chapter 17: Ultracompact biofuels catalytic reforming processes for distributed renewable hydrogen production,Studies in Surface Science and Catalysis,10.1016/B978-0-444-64337-7.00017-3
https://api.elsevier.com/content/article/pii/S2468823120303679,Metal silicotungstate salts as catalysts in furfural oxidation reactions with hydrogen peroxide,Molecular Catalysis,10.1016/j.mcat.2020.111104
https://api.elsevier.com/content/article/pii/S2213343722000616,Catalytic transfer hydrogenation of ethyl levulinate into γ-valerolactone over air-stable skeletal cobalt catalyst,Journal of Environmental Chemical Engineering,10.1016/j.jece.2022.107188
https://api.elsevier.com/content/article/pii/S0926860X19300742,Synthesis of isopropyl levulinate from furfural: Insights on a cascade production perspective,Applied Catalysis A: General,10.1016/j.apcata.2019.02.018
https://api.elsevier.com/content/article/pii/S092666901830092X,Enhanced production of biodiesel over MgO catalysts synthesized in the presence of Poly-Vinyl-Alcohol (PVA),Industrial Crops and Products,10.1016/j.indcrop.2018.01.079
