,sentence,label
1781,"2.4.1 Catalytic activity in reduction reactions In a typical experiment, a reaction mixture containing 0.2 g of the synthesized catalyst, (1 mmol) Levulinic acid in (5 mL) isopropanol as hydrogen donor solvent was carried out in a stainless-steel autoclave with efficient stirring at 160 °C and it was pressurized with 10 bar of Ar.",0
1784,"Reaction conditions were optimized by using varying reaction parameters, including temperature, pressure, solvent effect, and catalyst amount.",0
1786,"The liquid products collected from the reaction mixture were analysed by a gas chromatograph (GC, Shimadzu GC-14B) with a flame ionization detector equipped with a capillary column (Zebron ZB-FFAP; 0.32 mm × 50 m; Phenomenex) and gas chromatography mass spectrometry (GC-MS).",0
1787,"Final: Concentration of the reactant (levulinic acid) after the reaction CGVL: Concentration of the product (γ-Valerolactone) To assess the catalyst reusability, the spent catalysts were recovered from the reaction mixture by filtration, washed with ethanol, dried at 100 °C, and then subjected to multiple catalytic runs.",0
1788,"The reaction mixture was kept at 80 °C and the progress of the reaction was checked every 20 min for 2 h by Gas Chromatography (GC) with FID detector (AgilentTechnologies, GC6890N).",0
1789,The temperature of the samples was increased from room temperature to 900 °C at 1 °C/min (the same heating rate employed during the activation of the catalysts in the bench-scale pilot plant prior to the experiments).,0
1791,"XRD: Crystalline species and approximation of the average crystal size (by Scherrer equation) of the reduced samples (at 700 °C during 4 h) were calculated with the X-ray diffractograms obtained using a Seifert XRD 3000 P diffractometer, equipped with a PWBragge-Brentano q/2q 2200 goniometer, bent graphite monochromator and automatic slit, using a Cu Kα radiation.",0
1792,Acetic acid: C 2 H 4 O 2 g + 2 H 2 O g ↔ 2 C O 2 g + 4 H 2 ( g ) ΔH°(25 °C)=181 kJ/mol Acetone: C 3 H 6 O g + 5 H 2 O g ↔ 3 C O 2 g + 8 H 2 (g) ΔH°(25 °C)=247 kJ/mol Phenol: C 6 H 6 O g + 11 H 2 O g ↔ 6 C O 2 g + 14 H 2 ( g ) ΔH°(25 °C)=395 kJ/mol Furfural: C 5 H 4 O 2 g + 8 H 2 O g ↔ 5 C O 2 g + 10 H 2 ( g ) ΔH°(25 °C)=118 kJ/mol 1-butanol: C 4 H 10 O g + 7 H 2 O g ↔ 4 C O 2 g + 12 H 2 ( g ) ΔH°(25 °C)=394 kJ/mol SESR tests were performed in a bench-scale pilot plant (PID Eng&Tech) at atmospheric pressure.,0
1795,The reactor temperature was controlled with a K-type thermocouple located inside the reactor just before the catalyst/sorbent bed.,0
1796,"Once at 575 °C, the liquid mixture (0.0263 ml/min in acetic acid tests and 0.0324 ml/min in complex mixture tests) plus 16 N ml/min of N2, employed as internal standard, were fed to the reactor and the SESR test started.",0
1797,"Then, the catalyst was again purged with an Ar flow and cooled to room temperature.",0
1798,"After this, a temperature programmed reduction was carried out similarly to TPR, raising the temperature up to 350°C on the freshly oxidized Cu2O surface in order to reduce Cu2O to Cu.",0
1799,"After reduction, the catalysts were cooled down to the selected reaction temperature under a H2 flow (10ml/min).",0
1800,"Another 500 mL of 6 mol/L HCl was added, and the sample was heated for 24 h at 60 °C.",0
1801,(6) I 1 = A 700 − 900 c m − 1 A 2700 − 3000 c m − 1 (7) I 2 = A 700 − 900 c m − 1 A 1600 c m − 1 (8) I 3 = A 1500 − 1600 c m − 1 A 2700 − 3000 c m − 1 (9) I 4 = A 2955 − 2960 c m − 1 A 2920 − 2945 c m − 1 (10) I 5 = A 1650 − 1800 c m − 1 A t o t a l (11) I 6 = A 1000 − 1300 c m − 1 A t o t a l (12) I 7 = A 1700 c m − 1 A t o t a l (13) I 8 = A 1650 − 1800 c m − 1 A 1000 − 1300 c m − 1 (14) I 9 = A 3000 − 3600 c m − 1 + A 1000 − 1300 c m − 1 A 1500 − 1600 c m − 1 2.4.2 XPS analysis A Thermo Fisher ESCALAB 250Xi X-ray spectrometer was used to determine the surface compositions of the coal samples.,0
1802,"(14a) d 002 = λ 2 sin θ 002 (15) L a = K a ⋅ λ β 100 ⋅ cos θ 100 (16) L c = K c ⋅ λ β 002 ⋅ cos θ 002 (17) N = L c d 002 + 1 where λ is the X-ray wavelength, nm; θ 002 and θ 100 are the diffraction angles of the 002 and 100 diffraction peaks, respectively; β 002 and β 100 are the full widths at half maximum (FWHM) corresponding to the 002 and 100 peaks, respectively; and K c and K a are constants with values of 0.9 and 1.84, respectively.",0
1803,"Typically 1 mmol of FF, 0.1 g of catalyst and 10 mL of i-PrOH were sealed in the reactor followed by removing the residual air by Ar flow and vacuum alternately for three times.",0
1804,"The liquid reaction solution was analyzed on a gas chromatograph (GC: Thermo Scientific Trace 1310) equipped with TR-5 capillary column (length: 30 m, inner diameter: 0.32 mm, film: 0.25 µm) and FID detector.",0
1805,"( m m o l F A h − 1 ) = n F A r e a c t i o n t i m e (4) F o r m a t i o n r a t e ( m o l F A m o l C u − 1 h − 1 ) = n F A , f i n a l n ( C u 0 + C u 1 + ) × r e a c t i o n t i m e Cu loading was determined by inductively coupled plasma mass spectrometry (ICP-MS) on an Agilent 7500a apparatus.",0
1806,The textural property was investigated by N2 physisorption at 77 K on a Micromeritics TriStar II 3020 Surface-Area and Porosimetry Analyzer and the data were analyzed using Brunauer-Emmett-Teller (BET) and Barrett-Joyner-Halenda (BJH) methods.,0
1807,"Subsequently, a 5% H2/Ar (in volume, 30 mL min−1) mixed gas was introduced into the tube and maintained for 60 min.",0
1808,"The cell was heated to 180 °C with a gap of 30 °C and a stage for 3 min, and the spectrum was recorded at each temperature.",0
1810,All hydrotreatment experiments were carried out in Parr 5000 Multi Reactor System with six 75 mL parallel batch reactors and individual temperature and pressure controls.,0
1812,"The samples were collected upon preparation of the desired solution (prior to the addition of the catalyst), then, after the set temperature was reached, and further on once every hour of the reaction.",0
1813,"Preliminary tests were conducted with 15 wt% furfural in isopropanol, 50 bar of H2 pressure, and 500 mg of dried catalyst, using a 125–175–225 °C temperature program with 90 min at each temperature, and sample collection at the beginning and the end of each step.",0
1816,"(9) r j ads = k j ads ∙ C j L ∙ θ VS (10) r j des = k j des ∙ θ j (11) r i surf = k i surf ∙ θ j ∙ θ l Constant automatic recording of temperature and pressure in Parr 5000 reactor system during the entire duration of each experiment allowed us to calculate the mass transfer constants, the influence of hydrogen solubility, reaction rate constants, and adsorption and desorption rate constants, at conditions for any given time step.",0
1818,"The Arrhenius law was used to describe the reaction rate constants on the temperature, and it is shown through the Eq.",0
1819,"(13) which is shown as a general expression, where V is the total volume of the liquid phase, which was calculated to be 45 mL and nTS is the surface concertation of active sites, determined as described in Section 3.1.",0
1820,(13) dC j L dt = - r j ads + r j des n TS V Differential equation for calculating the concentration of H2 in the liquid phase is shown in Eq.,0
1821,"(15), where k G L a is stirring speed-dependent term, which was obtained from our previous work , V G is the headspace volume of the whole reaction (140 mL), p H 2 is the partial pressure of hydrogen in the gas phase, C H 2 L is the concentration of hydrogen in the reaction mixture, and the plus or minus sign suggest formation or the consumption of H2 in the corresponding phase, respectively.",0
1824,"With DFT, we calculated the number of active sites per m2 for different surfaces, which gives us in conjunction with the information gathered from BET the total number of active sites per gram of catalyst.",0
1825,"Finally, the as-prepared electrodes were electrodeposited Cu2O thin films with an applied potential of -0.4 V vs Ag/AgCl at 50 °C of electrolyte bath temperature for 15 min and calcined 500 °C for 30 min under nitrogen gas atmosphere.",0
1827,All solutions were prepared from Milli-Q water and performed at room temperature and purged with nitrogen gas for 30 min.,0
1828,XPS data were collected using a Kratos Axis UltraDLD equipped with a hemispherical electron energy analyser and an analysis chamber of base pressure ∼1×10−9 Torr.,0
1829,Photoluminescence measurements were performed in air at room temperature using a Perkin–Elmer LS-55 Luminescence Spectrometer.,0
1830,The first reactor was dedicated to the fermentative step (AnF; 0.2 m3 working volume) and the second reactor (AnD; 0.6 m3 working volume) to the methanogenic step.,0
1831,Both reactors were heated by a hot water recirculation system and maintained at 55 °C ± 0.1 using an electrical heater controlled by a PT100-based thermostatic probe.,0
1832,"The digestate recirculation method operates through two control levels: the first control level (1CL) manage the pH in the fermentation reactor while the second control level (2CL) manages the ammonia concentration in the digester reactor as detailed described elsewhere (Pavan et al., 2018).",0
1833,"The analysis of the volatile fatty acids was conducted using AGILENT 6890 N gas chromatograph equipped with a flame ionization detector (T = 200 °C), a fused silica capillary column, DB-FFAP (15 m × 0.53 mm x 0.5 μm thickness of the film).",0
1835,There was a constant pressure in the injection port (70 kPa).,0
1836,The sample temperature was monitored by winding a thermocouple around the sample.,0
1837,"Two correlations were utilized to estimate AKI and S: first, between homogeneous gas-phase ignition delay times at 825 K and 25 atm and AKI; and second, between the minimum slope of the NTC region and S. Previous studies have demonstrated that in addition to the standardized properties used to formulate FGF-LLNL (e.g., RON, MON and S), FGF-LLNL also reasonably captures the ethanol blending effects on heat release and autoignition characteristics of FACE-F .",0
1839,The specific heat of each gas constituent is estimated from polynomial fits of published data and as a function of temperature.,0
1840,"The volumetric compression, and the accompanying heat loss and crevice flow processes are also incorporated into the analysis with the measured non-reacting pressure traces.",0
1841,The obtained homogeneous solution was transferred to a 50 mL Teflon−lined stainless−steel autoclave for maintaining 18 h under 180 °C.,0
1842,The 1.2 M Na2SO3 was used as electrolyte.,0
1843,"Nitrogen adsorption–desorption experiments were performed on the Micromeritics ASAP 2020 analyzer at 77 K, and the BET and BJH methods were used to calculate the specific surface area and pore size distribution of catalysts from the adsorption desorption curves, respectively.",0
1844,The peaks at 327.393 nm and 339.9 nm were used respectively as the Cu or Ru characteristic wave lengths to identify the Cu2+ and Ru3+ concentration of samples.,0
1845,"The solid, properly functionalized, was contacted with an aqueous solution of [Pt(NH3)4]Cl2 in an appropriate concentration so as to obtain 1wt.% Pt on the resulting catalyst.",0
1846,The hydrothermal reaction was executed at 120 °C for 6 h to obtain self-supported CuCo-OH/CC.,0
1847,"After the reaction, the sample was rinsed with water and ethanol thoroughly and then dried in a vacuum at 60 °C for further use.",0
1848,"Since the AEL operates at low temperature, the heat released during SOFC operation might be used or stored for different applications, such as the introduction of an ORC or to produce hot district water.",0
1849,"Alkaline electrolysis of water is a low temperature process to produce hydrogen in a commercially mature technology, namely the alkaline electrolyser.",0
1850,"In this work the alkaline water electrolysis is performed at 2.5 MPa and 65 °C with a power consumption of approximately 3450 kW and a hydrogen flow rate of 76 kg/h, leading to a specific energy consumption of approximately 45.5 k W h / k g H 2 (4.05 k W h / N m H 2 3 ), consistent with values reported in the literature  and reported by Eq.",0
1853,"(1), was applied: (1) η F = a 1 exp a 2 + a 3 T c + a 4 T c 2 I / A + a 5 + a 6 T c + a 7 T c 2 ( I / A ) 2 where T c is the cell operating temperature and A is the active area of the cell.",0
1854,"Since the operating voltage of one cell (1.70 V at 65 °C and 2.5 MPa) is above the thermoneutral voltage at the same conditions (1.47 V), due to the low temperature operation, the heat produced by the Joule effect can be used to preheat the inlet water.",0
1856,"(2): (2) E eq = N S E 0 + R T c 2 F ln p - p v , K O H p - p v , K O H 1 2 a H 2 O , K O H where the term N S indicates the number of cells of a stack, E 0 is the reversible potential of one cell; p and p v , K O H are the stack operating pressure and the vapour pressure of the K O H solution, while a H 2 O , K O H represents the water activity in the K O H solution.",0
1858,"The validation was carried out at 2.5 MPa for temperature values of 15, 35 and 65 °C (as the experimental tests in ).",0
1860,"5 represents the same performance characteristics as a function of temperature, for different pressures of the electrolyser.",0
1861,"For a given cell temperature, an increase of the cell pressure leads to a greater power consumption and to an efficiency reduction.",0
1863,"In particular, three different configurations were analysed for the alkaline electrolyser: a) AEL operating pressure of 0.5 MPa and two intercooled compressors in the MSS, b) AEL operating pressure of 0.5 MPa and three intercooled compressors in the MSS, and c) AEL operating pressure of 2.5 MPa and one compressor in the MSS.",0
1864,"Hence, to reduce the complexity of the system, 2.5 MPa was chosen as operating pressure of the AEL, allowing the use of only one compressor in the MSS.",0
1865,"Within the adiabatic reactor, the exothermal CO2 hydrogenation reaction increases the temperature up to 290 °C.",0
1867,"Since the reactor products are characterized by a high temperature (about 280 °C), they can be employed to provide heat to some processes within the MSS, reducing the thermal energy that otherwise would be provided by an external source.",0
1869,"In particular, thermal energy is required by the following MSS processes: • the preheating of the reactants (13M) from 120 to 210 °C, • the distillation process (occurring at 100 °C), • the heating of crude methanol up to the inlet temperature of the distillation column (80 °C).",0
1871,"Finally, the reactor products (8M-2) are cooled to about 110 °C (HX2M) with the preheating of the crude methanol (12M) and allowing a recovery of roughly 132 kW.",0
1872,Solid oxide fuel cells typically operate in a temperature range between 700 and 1000 °C.,0
1874,The high temperature operation guarantees high efficiencies thanks to better reaction kinetics and lower electrochemical losses.,0
1875,The cell operates at ambient pressure.,0
1876,"Methanol (1F) and water (3F) are vaporised (H1F and H2F) and then mixed with a fraction of the high-temperature SOFC anode exhaust (9F), allowing the mixture (5F) to reach the reforming temperature, set equal to 300 °C.",0
1878,"In particular, methanol (H1F) and water (H2F) preheating and vaporisation, reforming reactions (RF1F), reformed gas (H3F) and air (H4F) heating up to the cell temperature.",0
1879,"Since the total available thermal power in the cell is equal to about 980 kW, a residual 235 kW is still available, allowing an increase of the air temperature from about 760 °C to 850 °C.",0
1881,"Like steam plants, ORC systems are based on a Rankine cycle, but being the working fluid an organic compound rather than water, ORCs are capable to conveniently exploit even minor amount of heat available at low temperature (usually below 350 °C).",0
1883,The working fluid as saturated liquid (1O) is pumped (P1O) to the maximum pressure of the cycle (2O).,0
1884,"Then, it is preheated in a regenerator (REGEN) before entering an evaporator (EVA-HX2F) where it is heated up to the maximum temperature of the cycle (4O) through the heat released by the cooling of the hot SOFC exhaust (12F-SOFC).",0
1885,The relatively high temperature of the turbine exhaust (5O) allows the preheating of the working fluid (2O) in the regenerator.,0
1886,"multi pressure level cycles, trilateral cycles, etc.).",0
1887,"For each fluid, operating values of pressure and temperature are chosen to assure a complete vaporisation of the working fluid before entering the turbine.",0
1889,"), thanks to both its high critical pressure (4.89 MPa) and low critical temperature (289 °C) .",0
1892,"While the overall energy required by any electrolysis process to split water is almost constant, in high temperature processes (as in SOEC) the consumption of high-quality energy (i.e.",0
1893,The operating pressure was set equal to the ambient one.,0
1894,"On the anode side, the sweep air (4ES) is heated (H2ES) from ambient temperature up to 850 °C.",0
1896,Both the hydrogen-water mixture (10ES) and the outlet air (6ES) are cooled to ambient temperature and the released heat is recovered to reduce the overall thermal energy requirement of the SOEC.,0
1897,"On the anode side, the hot (850 °C) exhausts (6ES) preheat the sweep air (4ES) up to 800 °C in HX4ES (setting to 50 °C the minimum temperature difference between the hot inlet and the cold outlet).",0
1899,"Since the anode exhaust (6ES) is composed of both the sweep air and the oxygen produced in the SOEC, preheating the sole sweep air cools it down just to about 405 °C (7ES), allowing a further heat recovery.",0
1900,"Then, the saturated water vapour is superheated (HX3ES) to about 680 °C exploiting the hot cathode exhaust (10ES, composed of hydrogen and water), saving approximately 260 kW.",0
1901,"An external heater (H4ES) is still required to reach the SOEC operating temperature (850 °C), absorbing a power of 85 kW.",0
1903,The optimal size and configuration of the TES and the thermal behaviour of the storage unit can be found analysing and calculating the temperature profile of both the heat thermal fluid (HTF) and of the PCM.,0
1904,"In order to achieve nanoparticle synthesis, the solution is heated up to 80 °C for 30 min, and the temperature is kept constant for 2 h via a temperature controller and magnetic stirrer while the pH value is adjusted to a value of 1.",0
1906,"The furnace temperature is set to a temperature ranging from 50 °C to 500 °C by increments of 15 °C/min, and the temperature is kept constant at 500 °C for 30 min.",0
1908,"Finally, the coated TiO2 photo anode in cooled down to room temperature in the vacuum furnace to avoid any oxidation and then stored in a dark compartment prior to testing.",0
1909,"(10) N = 1 n F q (11) m ̇ = N × M t where N, q and F represent the moles of the produced hydrogen, electrical charge (A s) and Faraday constant (96485 A s/mol) respectively.",0
1911,"As for m ̇ , M and t they represent the gas production rate (g/s), molar mass of the gas (g/mol) and total operation time of the reactor (s) respectively.",0
1913,"By considering all the inputs and outputs of the system, energy and exergy efficiencies of the PEC reactor can be defined as (13) η e n = m ̇ H 2 L H V H 2 I r A + W ̇ P E C i n (14) η e x = m ̇ H 2 e x H 2 I r A 1 - T 0 T s i m + W ̇ P E C i n Here L H V H 2 , Ir, A represent the lower heating value of hydrogen (kJ/kg), solar irradiance (W/m2) illuminated area (cm2) of the anode respectively and e x H 2 , W ̇ P E C i n , T0, and Ts represent specific exergy of produced hydrogen (kJ/kg), work input to the reactor (kW), ambient and solar simulator temperature (K), respectively.",0
1916,"Before testing, the calcined catalysts were activated in syngas with the H2/CO of 2.0 at ambient pressure with a designed temperature-programmed procedure, which was employed as followed: RT→120°C in 0.5h and keeping for 1h; 120°C→240°C in 1h and for 2h; 240°C→300°C in 1h and for 12h.",0
1917,"After on-line activation described above and cooling to room temperature, syngas was introduced into reactor, followed by a rise of reaction temperature with a rate of 2°C/min.",0
1918,Catalytic experiments were carried out in a 45 mL high pressure Parr autoclave equipped with magnetic stirring.,0
1919,"Qualitative and quantitative analyses of the C1–C5 hydrocarbon gases were performed by gas-liquid chromatography (GLC) with a Kristall-4000 M chromatograph (detector: FID, carrier gas: He, column: HP-PLOT/Al2O3, 50 m × 0.32 mm).",0
1921,"GLC analyses of CO, CO2 and H2 were performed with a Kristall-4000 chromatograph (detector: TCD, carrier gas: Ar, column: SKT, 1.5 m × 4 mm).",0
1922,"The qualitative composition of the liquid products were identified by gas chromatography coupled to a mass spectrometry (GC-MS) using a MSD 6973 - and an Autowt.-150 spectrometer - (EI = 70 eV, catalyst volume = 1 μl, columns: HP-5MS, 50 m × 0.32 mm and CPSil-5, 25 m × 0.15 mm).",0
1924,Thermogravimetric analysis (TGA) measurements were performed using a SDT 2960 analyzer from TA instrument under air flow (50 mL/min) with a ramping rate of temperature of 10 °C/min.,0
1925,CVs were carried out at 25 °C in 8 mL solution of 0.1 M LiClO4 in DMSO saturated with Ar at a constant sweep rate of 100 mV/s.,0
1927,"0.05 M Na2SO4 aqueous solution employed for the supporting electrolyte, and adjusted pH by 0.1 M H2SO4 and 0.1 M NaOH.",0
1928,"The detailed procedure was as follows: raw AC that originated from coconut shells was added into deionized water and stirred at 100 °C for 0.5 h, then filtered and washed several times with deionized water.",0
1929,"The H2-adsorption isotherms were carried out at 150 °C, as the temperature recommended by Reuel and Bartholomew .",0
1931,The total H2 uptake was achieved by extrapolating the linear part of the isotherm to zero pressure.,0
1932,The mixed solution was heated at 180 °C for the growth of Zn0.5Cd0.5S QDs.,0
1933,"Mott-schottky measurements were performed in 0.5 M Na2SO4 electrolyte (pH = 6.8) with a three-electrode electrochemical work station (CHI 760E, CH instrument).",0
1934,"The obtained dispersion was stirred vigorously and the parent solution, with a molar concentration about 1.6 × 10−3 M, was added dropwise to obtain samples with 0.5 wt%, in the case of a complete deposition.",0
1936,"The obtained solid was dried at 80 °C for 2 h, and calcined in static air, increasing at a linear rate of 5 °C/min from room temperature to 400 °C and keeping it for 3 h. 2.3.1 X-ray diffraction XRD patterns were obtained using a BRUKER D8 ADVANCE diffractometer with CuKα radiation (λ = 1.5456 Å).",0
1938,2.3.3 Field emission scanning electron microscopy The metal composition and elemental mapping were obtained using AZtec 2.1 software in an OXFORD INSTRUMENT X-MAX EDS spectrometer coupled to FE-SEM microscope JEOL JSM-7800F with a base pressure of 1.9 × 10−4 Pa.,0
1939,2.3.4 Ultraviolet-visible diffuse reflectance spectroscopy UV-vis DRS spectra were obtained at room temperature using a PERKIN ELMER LAMBDA-900 UV/VIS/NIR spectrophotometer equipped with a LABSPHERE® PELA-1020 integrated sphere (2 nm slit widths) and spectralon as reference.,0
1940,"X-ray diffraction (XRD) patterns were recorded using Bruker D8 Advance (Cu Kα, 50 kV and 360 mA) in the range of 2θ from 20° to 80° with step size of 0.01° using a scanning rate of 5° min−1 at room temperature.",0
1941,"For the stability test of two-electrode electrolysis, the potential to reach a current density of 20 mA cm−2 was monitored for 15 h in 40 mL 1.0 M KOH with 500 mM MeOH.",0
1942,The identification and quantification of formate were performed by ion chromatography (IC) on Qingdao Shenghan Chromatograph (CIC-D120) at room temperature.,0
1943,An injection volume of 1 mL was applied and the identification/concentration of formate were determined from calibration curves of known concentrations of commercially purchased compounds.,0
1944,"For this, 100 μL of the electrolyte solution was directly transferred into 5-mm NMR tubes and the volume was completed to 500 μL with D2O containing 2 wt% DMSO.",0
1945,The autoclave was maintained at 180 °C for 24 h and then air-cooled to room temperature.,0
1947,"To stabilize dispersion polymerization and avoid particle aggregation, 1 g hydroxypropyl cellulose (HPC) was added as a steric dispersant.",0
1948,"The LSV experiments were performed using an electrochemical workstation (CHI600E) at a scan rate of 10 mV s−1 over the potential range of 0 to −0.8 V bias (vs Ag/AgCl) with a standard three-electrode configuration including a platinum wire as the counter electrode, standard Ag/AgCl electrode as the reference electrode, and Na2SO4 (0.5M) aqueous solution as the electrolyte at room temperature.",0
1949,0.5 g CNX was first dispersed in 1000 ml deionized water and sonicated for another 3 h. Then 25 ml aqueous solution of 0.5 mM Pd(O2CCH3)2 was added to the dispersed solution at RT and the reaction mixture was further stirred for 4 h. 1.0 g sodium borohydride (NaBH4) was dropwise added into the solution containing catalyst powders at 50 °C to reduce the Pd (II) to Pd (0).,0
1951,"The supported 5% Pd/CNX sample was dried at 60 °C in a vacuum for 24 h, and the final catalysts were obtained.",0
1952,"Gas chromatography/mass spectrometry (GC–MS) analyses were performed on an Agilent 5975 gas chromatograph equipped with an elastic quartz capillary column HP-5 MS (30 m × 0.25 mm i.d., film thickness 0.25 μm) and a quadrupole mass spectrometer (model HP 5973) detector.",0
1953,"After placing it in a muffle furnace, the urea in the alumina crucible was heated from ambient temperature to 550 °C at a heating rate of 10 °C/min and then kept at 550 °C for 4 h. Afterwards, the muffle furnace was cooled naturally, and g-C3N4 was obtained.",0
1955,Reduction temperature was chosen according to significant features observed in the temperature-programmed reduction profiles .,0
1956,"The solid names include the metal, its support and the reduction temperature used (i.e.",0
1958,"All reactions were performed with an overall liquid volume of 20mL containing 0.5M crotonaldehyde in the selected solvent (dioxane, water or dioxane/water mixture in a 33.33%/66.66%, 50%/50% or 66.66%/33.33%, v/v ratio), using an initial pressure of 20, 50 or 80 psi and a temperature of 20, 50 or 80°C, according to the experimental design created by StatGraphics® version 5.1.",0
1961,"The effect of process parameters (temperature, hydrogen pressure and solvent) on conversion and selectivity to but-2-en-1-ol on Pt/ZnO-175 was studied using a multifactorial design of experiments run by the software StatGraphics® version 5.1.",0
1963,"Three factors were included in the factorial design: Temperature at three levels (20, 50 and 80°C), Initial hydrogen pressure at three levels (20, 50 and 80 psi) and solvent at four levels (0, 33.33, 66.66 and 100% content and 100% water content in water/dioxane mixtures).",0
1964,"The hydrogen and methane content were analyzed in a gas chromatograph (Shimadzu® GC-2010), equipped with thermal conductivity detector and Carboxen 1010 PLOT column (30 m × 0.53 mm), with the injector at 220 °C, oven at 130 °C and detector temperature set at 230 °C.",0
1967,The reactor is pressure tested for any leaks or gas mixing between the compartments prior to any testing.,0
1968,"5 M of synthetic HCl (sigma Aldrich, CAN) is used as the electrolyte simulate the acid waste from the galvanizing industry.",0
1969,"Application of optimum coating method for fabrication of photoanode depends on various factors such as energy demand, production volume, flexibility, etc.",0
1970,"The sol-gel solution is prepared by adding 25 mL titanium (IV) isopropoxide (TTIP), 5 mL acetic acid, and 3.5 mL nitric acid into 500 m L deionized water under continuous stirring.",0
1971,"After that, the solution is heated up to 80 °C for 30 min, and then it is stirred 2 h continuously at a constant temperature.",0
1973,Following are the general balance equations for energy and exergy analysis: Mass balance equation: (1) ∑ i m ̇ i = ∑ e m ̇ e Energy balance equation: (2) Q ̇ i + W ̇ i + ∑ i m i ̇ h i + V i 2 2 + g Z i = Q ̇ e + W ̇ e + ∑ e m ̇ e h e + V e 2 2 + g Z e Entropy balance equation: (3) ∑ i m ̇ i s i + S ̇ gen + ∑ i Q ̇ k T k = ∑ e m ̇ e s e + ∑ e Q ̇ k T k Exergy balance equation: (4) ∑ i m ̇ i ex i + E ̇ x Q + E ̇ x w = ∑ e m ̇ e ex e + E ̇ x w + E ̇ x Q + E ̇ x d The energy efficiency is defined as the ratio of desired products (chlorine and hydrogen gas) produced in the photoelectrochemical reactor to the total amount of useful energy input as follows: (5) η en = n H 2 ̇ ∙ HH V H 2 + n Cl 2 ̇ ∙ h Cl 2 W e ̇ The exergy efficiency is defined as the ratio of the exergy flow rate of chlorine and hydrogen gas to the exergy flow rate supplied to the system as follows: (6) η ex = n H 2 ̇ ∙ ex H 2 + n ̇ Cl 2 ∙ ex Cl 2 W e ̇ The current efficiency of chlorine is defined as the volume of produced chlorine gas to the theoretical chlorine volume that calculated from the average current at an applied potential as follows: (7) η Cl 2 = V Cl 2 experimental I × t × V m a × F The current efficiency of hydrogen is defined as the volume of produced hydrogen gas to the theoretical hydrogen volume that is calculated from the average current at an applied potential as follows: (8) η Cl 2 = V Cl 2 experimental I × t × V m a × F The quantum efficiency is defined as the moles of hydrogen and chlorine gas produced to the total number of reacted incident photons as follows: (9) ∅ = n H 2 + n Cl 2 I r × A membrane T cost rate balance based on exergy rate of a given system is written as (10) ∑ C ̇ in + W ̇ c in + Z ̇ = ∑ C ̇ out + W ̇ c out The cost rate for the photoelectrochemical reactor is defined as (11) C electrical W ̇ electrical + Z ̇ PEC = C H 2 Ex ̇ H 2 + C Cl 2 Ex ̇ Cl 2 The annual investment cost rate of the photoelectrochemical reactor Z ̇ PEC is the total capital investment cost rate over the system operation time defined as follows: (12) Z ̇ PEC = TCC t operation The total capital investment cost is the sum of the capital cost and the operation & maintenance cost calculated in terms of capital recovery factor which accounts for the number of years and the annual interest rate as follows: (13) TCC = CRF CC + OM Here the annual interest rate selected is 10% and a PEC lifetime of 8 years.,0
1976,"To prepare the seed bacteria for cell entrapment, the hydrogenic and methanogenic bacteria were separately cultivated in two continuously stirred-tank reactor (CSTR) digesters with 1 L working volume (a length/diameter ratio of 1), whose characteristics were described in Table 1 .",0
1977,The beads were immersed in a KCl solution for 2 h to strengthen their durability and then stored at 4 °C for usage.,0
1978,"2 ) at operating conditions of pH, hydraulic retention time (HRT) and temperature of 6.5, 48 h and 37 °C, respectively.",0
1980,"To initiate the single-stage biohythane production experiments, the hydrogenic beads were activated by a pre-cultivation in the bioreactor for one week with a continuous operation mode at pH 5.5, HRT 48 h and temperature 37 °C.",0
1982,"During the biohythane production experiments, total biogas, biogas composition, total carbohydrate concentration, VSS concentration, chemical oxygen demand (COD) and intermediate products (acetate, propionate, butyrate, ethanol and butanol) in the effluent were analyzed daily.",0
1983,The finally resulting solids were calcined at 450 °C for 4 h in a tubular furnace and the catalyst was obtained and denoted as CuFe@HHSS-CP.,0
1984,The finally resulting solids were calcined at 450 °C for 4 h in a tubular furnace and the CuFe catalyst was obtained.,0
1985,"The fresh catalyst (0.5 g) was anchored between quartz wool and axially centered in the reactor tube, with the temperature monitored by a thermocouple close to the catalyst bed.",0
1987,"The catalyst was then cooled down and the reaction started as gas flow was switched to an H2/CO mixture (30 mL/min, V H 2 / V C O = 2:1) at 4 M P. The gas hourly space velocity was set to 5000 h−1, and the reaction was conducted for 12 h at 300 °C.The products were analyzed for both oxygenates and hydrocarbons on-line by Agilent 7820A GC.",0
1988,"Na8HPW9O34·19H2O, Na12P2W15O56·18H2O, [M4(PW9O34)2] m −, K6P2W18O62·14H2O and [M4(P2W15O56)2] n − (M=Mn2+, Fe3+, Co2+, Ni2+, and Zn2+) salts were synthesized according to published procedures and their syntheses were confirmed by elemental analysis and infrared spectroscopy .",0
1989,"IR (KBr pellet, 1300–400cm−1) for K10P2W18Zn4O68: 1104 (m), 1032 (w), 980 (m), 940 (m, sh), 864 (s), 820 (m); Anal.",0
1990,"IR (KBr pellet, 1300–400cm−1) for [(n-C4H9)4N]10[Zn4(PW9O34)2]: 1104 (m), 1032 (w), 980 (m), 940 (m, sh), 864 (s), 820 (m); Anal.",0
